remote_inbound_jitter,remote_packetsLost/s,remote_fractionLost,outbound_packetsSent/s,outbound_frameWidth,outbound_frameHeight,outbound_framesPerSecond,outbound_framesSent/s,outbound_totalPacketSentDelay/packetsSent_in_ms,outbound_firCount/s,outbound_bytesSent/s,outbound_nackCount/s,outbound_qpSum/framesEncoded
0.1,0,0.0,0,640,360,2,0.0,0,0,0,0,0.0
0.1,0,0.0,11,640,360,2,1.87,542,1,101591,2,74.33
0.1,3,0.23,13,640,360,2,0.0,1117,0,119759,1,0.0
0.13,2,0.22,14,640,360,1,2.0,1107,0,120750,2,120.0
0.15,2,0.16,14,640,360,1,1.0,1454,0,117487,1,80.0
0.17,3,0.3,11,640,360,1,0.0,1176,0,98272,3,0.0
0.21,2,0.25,8,640,360,1,1.0,1409,0,63776,0,199.0
0.31,2,0.4,6,640,360,1,1.0,128,0,55319,2,147.0
0.31,0,0.4,7,640,360,1,1.01,241,0,61428,1,160.0
0.31,0,0.0,6,640,360,1,1.0,272,4,53924,1,169.0
0.31,0,0.0,1,640,360,2,1.0,15,0,8285,0,208.0
0.32,1,0.5,1,640,360,1,0.0,0,0,8828,1,0.0
0.32,0,0.0,5,640,360,6,1.0,241,3,45092,0,166.0
0.31,1,0.0,3,640,360,4,2.02,12,3,21496,1,182.5
0.32,1,0.25,5,640,360,6,1.0,232,2,38176,0,206.0
0.32,0,0.0,16,480,270,6,6.0,74,0,49910,1,204.17
0.31,1,0.33,6,480,270,6,3.98,32,0,22348,1,200.0
0.25,2,0.5,7,480,270,4,6.0,33,0,23805,0,197.5
0.23,3,0.5,8,480,270,6,6.03,44,0,48290,1,168.5
0.16,0,0.0,9,480,270,4,5.99,25,0,27311,1,158.17
0.13,3,0.37,5,480,270,6,3.97,12,0,17884,1,140.25
0.11,1,0.16,8,480,270,5,6.03,37,0,44802,1,139.33
0.09,2,0.33,7,480,270,5,4.01,32,0,24397,1,132.5
0.07,1,0.0,8,480,270,5,7.02,20,0,42734,1,125.0
0.07,4,0.0,13,480,270,6,5.0,148,0,66290,4,151.4
0.09,3,0.3,8,480,270,5,4.98,75,0,40377,1,161.0
0.08,2,0.33,8,480,270,3,5.99,23,0,33165,1,148.17
0.08,2,0.33,7,480,270,3,5.98,24,0,31742,0,126.67
0.07,3,0.37,6,480,270,3,5.03,36,0,38010,0,134.0
0.06,1,0.2,5,480,270,3,3.96,42,0,27367,0,151.5
0.07,4,0.0,8,480,270,3,3.01,70,0,49325,2,158.67
0.09,1,0.0,9,480,270,4,3.02,212,3,63721,1,172.67
0.11,3,0.43,7,480,270,3,2.98,56,0,52065,1,166.0
0.12,0,0.0,7,480,270,3,3.01,96,0,43152,2,200.0
0.1,2,0.4,6,480,270,4,4.02,24,0,39658,0,187.0
0.1,1,0.33,6,480,270,1,3.0,66,0,43020,1,184.67
0.1,3,0.5,8,480,270,2,2.99,59,0,44882,2,194.0
0.1,1,0.14,8,480,270,2,4.01,89,1,58007,1,173.5
0.11,3,0.43,8,480,270,5,0.0,235,0,62404,1,0.0
0.11,0,0.0,2,480,270,2,1.0,39,0,9653,0,208.0
0.15,0,0.0,0,480,270,2,0.0,0,0,0,0,0.0
0.15,0,0.0,4,480,270,1,2.0,52,0,25237,0,184.5
0.14,3,0.75,6,480,270,2,2.0,73,0,36130,1,185.0
0.14,1,0.25,9,480,270,6,4.87,51,1,53766,2,171.6
0.13,2,0.33,10,480,270,4,2.05,233,2,72886,2,204.5
0.11,3,0.0,7,480,270,1,2.0,82,0,51068,1,183.0
0.12,1,0.33,8,480,270,3,1.0,118,0,59984,2,207.0
0.15,3,0.5,4,480,270,5,2.0,32,0,28678,1,193.5
0.13,1,0.25,11,480,270,4,5.97,52,0,69546,3,193.17
0.12,4,0.57,10,480,270,4,4.03,46,1,42408,2,195.25
0.1,1,0.14,11,480,270,3,1.0,270,2,89474,1,125.0
0.1,1,0.2,2,480,270,2,1.0,5,0,15967,1,208.0
0.15,1,0.5,4,480,270,1,3.0,13,0,22522,1,194.67
0.13,0,0.0,8,480,270,2,5.0,35,0,47997,1,165.0
0.11,0,0.0,8,480,270,1,4.0,69,0,50014,2,172.5
0.1,4,0.5,7,480,270,2,4.0,16,0,29829,2,178.75
0.09,1,0.16,9,480,270,2,2.99,157,0,65715,1,145.33
0.08,1,0.0,9,480,270,5,1.99,259,2,61410,2,143.5
0.1,1,0.0,5,480,270,5,0.0,434,1,42027,2,0.0
0.1,2,0.28,4,480,270,6,1.0,23,0,27103,1,153.0
0.14,1,0.5,5,480,270,5,1.99,24,0,30428,1,169.5
0.13,1,0.0,7,480,270,6,1.0,316,1,56594,0,128.0
0.13,4,0.44,5,480,270,5,2.0,25,0,31654,2,193.5
0.15,0,0.0,7,480,270,5,2.0,58,0,43934,1,169.5
0.14,1,0.0,6,480,270,4,4.97,11,0,24331,1,157.4
0.12,2,0.33,9,480,270,4,5.03,52,0,45846,2,153.2
0.09,3,0.43,10,480,270,4,6.0,37,0,49658,2,148.5
0.09,2,0.33,11,480,270,4,4.99,109,0,54485,1,154.0
0.11,2,0.25,10,480,270,5,5.99,32,0,37385,3,139.67
0.09,2,0.28,10,480,270,1,5.0,97,0,46696,2,149.0
0.09,2,0.25,10,480,270,4,4.96,22,0,35697,2,149.8
0.08,1,0.0,9,480,270,2,4.02,27,0,37578,1,136.75
0.07,1,0.25,6,480,270,4,3.94,22,0,24785,2,130.0
0.07,3,0.43,10,480,270,5,4.09,95,0,59724,1,125.0
0.06,1,0.16,8,480,270,5,3.91,20,0,36398,3,140.0
0.07,3,0.5,11,480,270,5,5.07,67,0,62363,2,128.0
0.09,5,0.55,11,480,270,5,2.01,132,0,78687,3,120.5
0.09,0,0.0,9,480,270,6,4.0,50,0,61943,1,170.25
0.09,0,0.0,7,480,270,5,1.99,91,0,44700,3,196.0
0.09,3,0.43,11,480,270,5,4.99,53,0,55510,2,173.6
0.12,4,0.2,9,480,270,5,5.05,16,0,40842,1,167.0
0.11,1,0.16,11,480,270,3,4.99,75,0,50495,2,150.4
0.11,1,0.2,8,480,270,4,4.99,37,0,24995,1,161.4
0.1,3,0.0,10,480,270,4,5.02,18,0,31231,2,136.6
0.08,2,0.33,10,480,270,5,5.96,32,0,52667,2,134.67
0.08,0,0.33,11,480,270,3,5.01,40,0,49931,2,139.8
0.07,3,0.5,14,480,270,2,5.01,100,0,71811,4,150.2
0.06,5,0.0,12,480,270,3,6.0,53,0,52681,3,140.83
0.07,4,0.5,12,480,270,4,3.0,32,0,66276,3,128.0
0.07,2,0.0,12,480,270,4,3.97,207,0,47236,2,169.5
0.15,6,0.66,13,480,270,5,4.02,67,0,38946,4,155.75
0.17,3,0.6,10,480,270,4,5.01,24,0,22695,2,142.0
0.12,3,0.0,6,480,270,5,4.05,47,0,31052,2,114.67
0.12,2,0.66,12,480,270,4,1.34,164,0,77415,1,78.0
0.14,1,0.33,10,480,270,4,3.85,233,0,49496,2,161.33
0.17,1,0.11,8,480,270,4,4.02,55,0,31636,1,141.25
0.16,1,0.16,6,480,270,5,3.99,33,0,25572,2,121.75
0.14,0,0.0,7,480,270,3,5.02,27,0,37799,1,109.2
0.13,2,0.66,8,480,270,1,3.99,46,0,41120,1,111.0
0.12,4,0.57,12,480,270,1,5.01,121,0,69305,2,117.4
0.14,5,0.62,11,480,270,2,3.97,68,0,57425,3,117.75
0.15,1,0.5,8,480,270,4,4.03,47,0,38121,2,111.25
0.14,2,0.28,8,480,270,4,4.0,43,0,33909,0,106.5
0.11,1,0.16,10,480,270,1,6.0,133,0,61110,2,113.0
0.1,3,0.37,10,480,270,3,2.98,153,3,76081,1,125.0
0.1,2,0.25,1,480,270,3,0.0,539,0,8804,0,0.0
0.1,0,0.0,1,480,270,4,1.01,8,0,1843,0,171.0
0.12,1,0.5,3,480,270,5,1.0,31,0,21606,1,158.0
0.12,0,0.0,2,480,270,5,2.0,16,0,13797,0,145.0
0.11,4,0.66,7,480,270,4,3.98,58,0,38685,1,161.25
0.1,0,0.0,8,480,270,2,4.01,70,1,51329,1,155.5
0.1,1,0.0,9,480,270,1,1.0,386,2,75049,1,125.0
0.1,3,0.5,4,480,270,3,0.99,2,0,34772,1,195.0
0.13,0,0.0,5,480,270,3,3.01,27,0,35471,1,181.0
0.12,0,0.0,6,480,270,4,3.01,211,0,28491,0,185.0
0.11,1,0.0,7,480,270,5,5.01,22,0,41801,1,148.0
0.1,1,0.14,8,480,270,4,4.97,55,0,34246,0,164.8
0.1,0,0.14,9,480,270,4,5.0,125,0,50778,1,177.0
0.1,5,0.0,8,480,270,4,3.95,58,0,33291,2,184.0
0.11,2,0.33,10,480,270,3,2.03,189,3,74302,3,159.0
0.11,2,0.33,4,480,270,2,1.0,189,0,33715,2,197.0
0.15,0,0.0,5,480,270,2,2.99,30,0,27448,1,179.67
0.14,5,0.62,10,480,270,2,2.99,75,0,48126,2,190.33
0.13,0,0.0,6,480,270,2,4.01,68,0,36703,0,179.75
0.11,1,0.14,9,480,270,2,4.99,66,0,47017,2,177.6
0.11,0,0.14,8,480,270,2,4.02,90,0,48703,1,162.75
0.11,2,0.0,8,480,270,2,4.0,71,0,34299,2,191.75
0.11,3,0.33,9,480,270,1,4.0,42,0,30650,1,179.25
0.11,3,0.75,6,480,270,6,3.98,36,1,26912,1,160.75
0.1,5,0.5,2,480,270,4,0.17,448,0,16119,3,128.0
0.1,0,0.0,3,480,270,5,2.05,34,3,13127,0,147.5
0.1,0,0.0,0,480,270,5,0.0,0,0,0,0,0.0
0.1,0,0.0,0,480,270,5,0.0,0,0,0,0,0.0
0.1,0,0.0,0,480,270,6,0.0,0,0,0,0,0.0
0.1,0,0.0,0,480,270,4,0.0,0,0,0,0,0.0
0.1,0,0.0,50,480,270,5,0.0,119,0,333170,0,0.0
0.22,4,0.0,9,480,270,4,2.84,670,1,68964,2,132.4
0.22,0,0.0,11,480,270,4,0.0,497,0,90927,1,0.0
0.22,3,0.37,13,480,270,5,6.04,231,0,65444,2,158.5
0.21,1,0.0,9,480,270,5,4.0,195,0,46083,2,165.5
0.2,1,0.16,9,480,270,3,5.01,75,0,31106,1,147.8
0.19,3,0.43,11,480,270,6,5.0,88,0,44181,3,158.2
0.15,3,0.33,9,480,270,5,4.99,71,0,32702,3,144.2
0.13,3,0.5,11,480,270,3,6.0,141,0,52785,3,142.67
0.13,2,0.4,10,480,270,4,4.0,110,0,62640,3,147.25
0.12,2,0.28,12,480,270,4,5.0,135,0,66535,2,182.2
0.12,4,0.5,10,480,270,1,4.0,149,0,49886,3,176.75
0.11,1,0.16,9,480,270,5,4.0,86,0,40184,1,182.5
0.12,0,0.0,9,480,270,4,5.01,129,0,47816,1,182.4
0.11,5,0.55,7,480,270,5,4.99,65,0,34193,2,184.4
0.1,1,0.16,9,480,270,5,3.0,111,0,51433,2,177.33
0.11,2,0.28,10,480,270,5,6.01,85,0,38328,1,177.67
0.11,1,0.16,9,480,270,6,5.01,126,0,49068,1,198.4
0.1,1,0.0,9,480,270,5,2.98,137,0,60450,1,199.0
0.09,2,0.0,4,480,270,1,4.02,69,0,12814,2,205.75
0.1,1,0.25,12,480,270,6,3.99,154,0,73287,1,165.25
0.09,1,0.2,7,480,270,5,1.0,146,0,41344,3,208.0
0.1,2,0.0,6,480,270,4,4.99,104,0,14733,1,187.0
0.1,2,0.5,10,480,270,5,4.03,66,0,43508,3,161.25
0.1,3,0.6,10,480,270,5,5.0,100,0,45445,3,169.4
0.11,2,0.5,13,480,270,4,4.95,76,0,61598,1,143.2
0.1,3,0.0,11,480,270,5,5.04,118,0,48570,3,169.0
0.09,2,0.25,10,480,270,5,6.02,84,0,52492,2,164.0
0.09,2,0.25,8,480,270,5,4.98,194,0,53320,2,163.6
0.08,2,0.33,7,480,270,5,1.0,212,0,44805,1,205.0
0.09,2,0.33,9,480,270,1,6.01,86,0,36412,2,183.17
0.11,0,0.0,10,480,270,1,4.99,134,0,51089,2,168.4
0.11,1,0.16,11,480,270,3,4.0,130,0,61183,3,172.5
0.1,2,0.28,8,480,270,4,4.99,62,0,37783,2,187.4
0.08,3,0.37,8,480,270,6,5.01,111,0,29680,2,178.2
0.09,3,0.43,10,480,270,3,5.0,117,0,43688,2,170.2
0.08,0,0.0,12,480,270,1,5.95,96,0,52250,2,166.17
